what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1405332591218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405332593332
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1405332610440
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1405332610443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405332619152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405332621813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1405332626729
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1405332628818
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1405332628844
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1405332629633
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1405332647144
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1405332647147
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1405332647460
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1405332647465
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1405332647486
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1405332647489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332651510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332652702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332652959
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1405332653364
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1405332658346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332658423
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1405332658606
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1405332658911
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1405332660024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332660474
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1405332662089
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1405332662203
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1405332662230
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1405332675382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332675549
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1405332678380
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1405332711046
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405332711362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332718970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332719724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332720907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1405332722409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332722513
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1405332725344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332758825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332779226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332810248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332836791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332839185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332846961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332847048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332854704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332854862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332857571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332857897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332860734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332860825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332864771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332865597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332869815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332870783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332888301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332888390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332891977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332892819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332894882
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1405332895922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332897567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332901184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332902180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332956261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332970399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332979713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332981945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405332983606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405332983676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405332991751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333003366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333004950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333005137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333009416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333009587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333010951
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1405333011025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333014766
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1405333016581
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1405333016621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333022739
started,bundle,org.eclipse.datatools.connectivity,1.2.4.v201202041105,"org.eclipse.datatools.connectivity",1405333024843
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.2.v201111190813,"org.eclipse.datatools.connectivity.ui",1405333024845
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.ui.dse",1405333024845
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1405333024853
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.4.v201201131116,"org.eclipse.datatools.connectivity.sqm.core",1405333024930
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.1.v20110926045,"org.eclipse.datatools.connectivity.sqm.core.ui",1405333024934
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1405333024990
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1405333025005
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1405333026191
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1405333026194
started,bundle,org.eclipse.draw2d,3.7.2.v20111017-2020,"org.eclipse.draw2d",1405333026209
opened,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1405333026387
activated,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1405333026428
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1405333026963
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1405333036266
error,log,,,"Several ports (9000, 8009) required by Tomcat v6.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1405333041657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333041703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333043273
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1405333049947
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1405333051636
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1405333059462
started,bundle,org.eclipse.jst.ejb.ui,1.1.601.v201201261600,"org.eclipse.jst.ejb.ui",1405333070564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333070704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405333073461
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1405333073540
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1405333073588
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1405333073611
